id,observed_on,latitude,longitude,common_name
37299271,2019-12-25,26.6695895591,-82.2556472015,Five-slotted Sand Dollar
37299274,2019-12-25,26.6695895591,-82.2556472015,Five-slotted Sand Dollar
37306520,2020-01-03,32.31657833,-80.46189167,Isometric Sand Dollar
37308145,2020-01-02,26.67806667,-82.26264167,Variegated Sea Urchin
37311234,2020-01-05,21.1524066925,-90.0987014771,Variegated Sea Urchin
37311347,2020-01-05,32.19985333,-80.68806333,Isometric Sand Dollar
37315331,2019-12-21,21.1686524298,-90.023964867,Variegated Sea Urchin
37316450,2020-01-05,30.3807756735,-86.8544175568,Keyhole Sand Dollars
37317115,2020-01-05,30.381144233,-86.8568665593,Keyhole Sand Dollars
37322947,2020-01-05,26.4533283333,-82.1483,Variegated Sea Urchin
37326959,2020-01-05,21.2050056491,-86.7177117607,West Indian Sea Egg
37336726,2020-01-01,18.5941513133,-95.0509110807,Five-slotted Sand Dollar
37343051,2020-01-06,30.3761255136,-86.8846121338,Keyhole Sand Dollars
37352879,2013-05-03,20.6016192348,-87.0509790664,Six-keyhole Sand Dollar
37376243,2020-01-07,33.6836166382,-78.8856811523,"Sea Urchins, Sand Dollars, and Heart Urchins"
37379921,2019-12-24,26.7016094413,-82.2453801966,Variegated Sea Urchin
37392008,2013-11-27,20.4524933153,-87.2321750298,Fat Sea Biscuit
37397318,2020-01-07,20.52207167,-87.19260333,Slate Pencil Urchin
37402666,2019-12-27,24.695344842,-77.757244193,Atlantic Rock-boring Urchin
37403892,2019-12-28,20.4771440999,-97.002183974,
37411726,2019-12-28,25.0182410342,-77.5487002478,Fat Sea Biscuit
37411727,2019-12-28,25.0183621837,-77.548913577,Fat Sea Biscuit
37411728,2019-12-28,25.0183135728,-77.5489243059,Atlantic Rock-boring Urchin
37424699,2020-01-08,18.44634746,-78.05277589,sea urchins
37453161,2020-01-03,26.7829383551,-80.0424076786,Slate Pencil Urchin
37453180,2020-01-03,26.7829383551,-80.0424076786,Atlantic Long-spined Sea Urchin
37455475,2020-01-06,26.18794968,-80.0931414877,Atlantic Long-spined Sea Urchin
37474379,2017-01-06,21.2013696208,-86.7206862104,Atlantic Long-spined Sea Urchin
37484924,2020-01-11,27.9027065156,-82.8489987993,Variegated Sea Urchin
37491891,2020-01-11,33.81989667,-78.66798333,Sea Biscuits
37512758,2020-01-09,20.36218833,-87.02456667,Flat Sea Biscuit
37521031,2015-12-07,18.525084,-77.835496,Atlantic Long-spined Sea Urchin
37530499,2020-01-12,26.44937167,-82.14318883,Variegated Sea Urchin
37559523,2019-12-25,21.10864717,-75.93458667,Atlantic Rock-boring Urchin
37559539,2019-12-25,21.10864717,-75.93458667,West Indian Sea Egg
37564667,2020-01-12,20.65365833,-87.04264717,Atlantic Rock-boring Urchin
37564705,2020-01-12,20.65302833,-87.04415,Atlantic Rock-boring Urchin
37588726,2020-01-14,27.516925,-82.727195,Five-slotted Sand Dollar
37591559,2019-12-29,18.7049199123,-95.1831657439,Rock-boring Urchins
37663555,2020-01-10,20.370675,-87.02348333,Slate Pencil Urchin
37677860,2020-01-16,26.4101800573,-82.0750999823,Variegated Sea Urchin
37679625,2020-01-17,25.7872995055,-80.1305098771,sea urchins
37698114,2020-01-17,26.4605366667,-82.1523805,Five-slotted Sand Dollar
37713405,2020-01-15,27.9461621257,-82.4572517646,
37723154,2019-08-09,32.6082373,-80.0848166,Isometric Sand Dollar
37781328,2020-01-12,27.7146778379,-82.7158443983,"Sea Urchins, Sand Dollars, and Heart Urchins"
37784505,2020-01-13,20.4993513297,-86.9618585901,Atlantic Long-spined Sea Urchin
37793072,2020-01-20,26.4053597,-81.8889772,Variegated Sea Urchin
37820527,2020-01-21,30.358657661,-86.9914107971,Keyhole Sand Dollars
37850260,2020-01-22,27.6740932077,-82.7421315014,Five-slotted Sand Dollar
37857745,2018-09-07,18.9999817261,-87.7746919684,Atlantic Rock-boring Urchin
37906584,2020-01-20,26.435507456,-82.0423072949,Variegated Sea Urchin
37956315,2020-01-25,26.0202416667,-97.1521695,Five-slotted Sand Dollar
37984408,2020-01-25,30.273005,-86.00543333,Sand Dollars and Sea Biscuits
37987909,2020-01-26,26.4759129,-81.9673121,Keyhole Sand Dollar
37996991,2020-01-02,27.6429568093,-82.7444969748,Five-slotted Sand Dollar
37998731,2020-01-26,27.6136656983,-82.7372250706,sea urchins
38025115,2020-01-27,27.3400891988,-82.5825323677,Variegated Sea Urchin
38044853,2020-01-26,18.15080283,-94.46778833,Five-slotted Sand Dollar
38047724,2020-01-27,33.8229641397,-78.6552497743,Purple-brown Urchin
38076439,2020-01-27,25.06656383,-77.463255,Sea Biscuits
38076475,2020-01-27,25.0663305,-77.456755,Atlantic Rock-boring Urchin
38091362,2020-01-29,26.4308551373,-82.0536831301,Variegated Sea Urchin
38109575,2020-01-29,25.726807,-80.1485369999,sea urchins
38109576,2020-01-29,25.726807,-80.1485369999,sea urchins
38111540,2020-01-29,20.4861812592,-87.2419815063,Atlantic Rock-boring Urchin
38112114,2020-01-29,20.4861793518,-87.2418670654,Atlantic Rock-boring Urchin
38159696,2020-01-27,22.6411529858,-78.9650749152,Fat Sea Biscuit
38161456,2020-01-31,19.2005996704,-96.1308135986,Atlantic Rock-boring Urchin
38169153,2020-01-12,21.2028118208,-86.7291435293,sea biscuits
38196192,2020-02-01,20.2585302308,-87.3896974317,Fat Sea Biscuit
38222634,2020-02-02,26.9072533333,-82.3499616667,Variegated Sea Urchin
38280984,2020-02-02,32.218995,-80.6669083333,Isometric Sand Dollar
38285205,2020-02-02,31.01872783,-81.42073,Five-slotted Sand Dollar
38301693,2018-03-25,30.7142008028,-81.4502535374,Five-slotted Sand Dollar
38341014,2020-02-05,31.0660921428,-81.4035885036,Keyhole Sand Dollars
38346115,2020-02-01,26.430825,-82.1153195,Variegated Sea Urchin
38350765,2020-01-22,26.42981333,-82.1124945,Variegated Sea Urchin
38369163,2020-02-05,31.0221638333,-81.4181216667,Five-slotted Sand Dollar
38379668,2017-12-03,20.7321004178,-97.1986523643,West Indian Sea Egg
38406074,2020-02-07,21.26393,-89.77456667,Variegated Sea Urchin
38406499,2020-01-29,21.1262286756,-86.7372895848,Atlantic Long-spined Sea Urchin
38442420,2020-02-08,28.0698611667,-82.8348466667,
38463821,2020-02-09,21.13756117,-86.74126333,Variegated Sea Urchin
38475627,2020-01-25,22.2784949028,-81.2042782554,Atlantic Rock-boring Urchin
38475639,2020-01-25,22.2784949028,-81.2042782554,Flat Sea Biscuit
38475661,2020-01-25,22.2784949028,-81.2042782554,Slate Pencil Urchin
38475668,2020-01-25,22.2784949028,-81.2042782554,Variegated Sea Urchin
38479260,2020-02-09,27.9394111029,-82.8392411881,sea urchins
38481893,2020-01-26,26.150333,-80.089833,Atlantic Long-spined Sea Urchin
38487455,2020-02-09,27.9745383333,-82.8305133333,Variegated Sea Urchin
38525881,2020-02-08,33.5263007789,-79.0364879604,Purple-brown Urchin
38525903,2020-02-08,33.5245849002,-79.0377279453,Purple-brown Urchin
38528249,2014-01-05,21.2640018475,-86.7473739851,Atlantic Rock-boring Urchin
38595490,2020-02-12,26.7825703515,-80.0415445928,West Indian Sea Egg
38595493,2020-02-12,26.7831909592,-80.0406546228,West Indian Sea Egg
38595495,2020-02-12,26.7822427505,-80.0433863684,Atlantic Long-spined Sea Urchin
38595499,2020-02-12,26.7827616833,-80.043637155,Variegated Sea Urchin
38624414,2020-02-11,19.2138080597,-96.1237792969,
38672846,2020-02-15,21.286511606,-89.6409639271,Variegated Sea Urchin
38679361,2020-02-15,20.66221333,-87.0324695,Atlantic Rock-boring Urchin
38692447,2020-02-15,27.81654667,-82.82328833,
38766993,2020-02-15,27.4747438037,-97.2746733353,Five-slotted Sand Dollar
38778000,2020-02-17,20.66083667,-87.0331945,Atlantic Rock-boring Urchin
38778156,2020-02-17,20.66205333,-87.036675,Slate Pencil Urchin
38778191,2020-02-17,20.66075833,-87.03325,Atlantic Rock-boring Urchin
38834099,2020-02-13,22.5761737823,-78.640625,sea biscuits
38897677,2020-02-19,26.48827167,-82.18608,Variegated Sea Urchin
38999423,2020-02-07,19.8860850523,-75.4774488401,Atlantic Rock-boring Urchin
39006943,2020-02-11,19.8858731855,-75.4778887284,Atlantic Long-spined Sea Urchin
39035123,2008-04-28,24.8325507839,-77.8864303465,Five-slotted Sand Dollar
39035124,2008-04-28,24.8325507839,-77.8864303465,Five-slotted Sand Dollar
39054110,2020-02-22,26.0493029016,-80.1093487698,sea urchins
39061618,2020-02-21,27.69550833,-97.3499,Five-slotted Sand Dollar
39064092,2020-02-22,19.2725489382,-81.3658581209,Atlantic Rock-boring Urchin
39123961,2020-02-23,26.47601167,-81.97057167,Five-slotted Sand Dollar
39197349,2019-01-02,31.0734919,-81.4114142,Five-slotted Sand Dollar
39216331,2020-02-16,27.75525,-82.765525,Variegated Sea Urchin
39221359,2020-02-25,33.6975703993,-78.872705698,Purple-brown Urchin
39230368,2020-02-24,20.5182792,-86.9450035,Atlantic Long-spined Sea Urchin
39235129,2019-12-16,21.8720083333,-84.4565277778,Atlantic Long-spined Sea Urchin
39235136,2019-12-16,21.8720083333,-84.4565277778,West Indian Sea Egg
39242292,2020-02-26,37.0206881527,-76.337386621,Sand Dollars and Sea Biscuits
39250949,2019-12-16,21.92212873,-84.48592193,
39333114,2020-02-28,25.08505514,-77.33346129,Sea Biscuits
39414390,2012-05-07,33.6511978,-78.930625,Isometric Sand Dollar
39421449,2020-03-01,33.5053286478,-79.0637134214,Purple-brown Urchin
39463420,2020-02-08,21.1201265443,-86.727832947,Slate Pencil Urchin
39470335,2020-02-28,27.94253667,-82.82376167,"Sea Urchins, Sand Dollars, and Heart Urchins"
39474316,2020-02-09,21.2008913171,-86.7298301749,sea biscuits
39474647,2020-02-09,21.2002511436,-86.7329200796,
39475073,2020-02-09,21.2015314878,-86.7315467886,Flat Sea Biscuit
39475436,2020-02-09,21.2005712307,-86.7298301749,West Indian Sea Egg
39475689,2020-02-09,21.2005712307,-86.7353233389,Fat Sea Biscuit
39478894,2020-01-15,21.1114305,-75.891625,Variegated Sea Urchin
39496034,2020-03-02,26.7830054374,-80.0461734831,irregular sea urchins
39502183,2020-02-12,21.2002511436,-86.7277702383,West Indian Sea Egg
39517711,2020-02-25,25.94142,-81.74163833,Five-slotted Sand Dollar
39525607,2020-03-03,24.1198234912,-74.4638137334,Atlantic Rock-boring Urchin
39532961,2020-03-01,19.3060185506,-81.2677356994,Atlantic Rock-boring Urchin
39588201,2020-03-05,26.1398704537,-81.7865952105,Five-slotted Sand Dollar
39615279,2020-03-05,24.11981383,-74.463905,Atlantic Rock-boring Urchin
39615445,2020-03-05,24.11981667,-74.46391333,Atlantic Rock-boring Urchin
39615593,2020-03-06,33.8652826846,-78.5106508993,Isometric Sand Dollar
39615758,2020-02-29,23.768555,-97.73645833,Rock-boring Urchins
39616688,2020-03-03,24.1198221667,-74.4638966667,Atlantic Rock-boring Urchin
39618193,2020-02-16,26.4501364132,-82.1430137835,Variegated Sea Urchin
39618197,2020-02-16,26.4501364132,-82.1430137835,Variegated Sea Urchin
39634782,2019-02-21,27.5328760905,-82.7303074185,
39661015,2020-03-07,26.4227513038,-82.0709233639,Variegated Sea Urchin
39662544,2020-03-07,26.4220862107,-82.07580532,Five-slotted Sand Dollar
39710310,2020-02-26,26.46321333,-82.16531383,Five-slotted Sand Dollar
39722148,2020-02-29,29.9115278,-81.3045857,"Sea Urchins, Sand Dollars, and Heart Urchins"
39730468,2020-03-07,19.4165200254,-96.3213478173,Five-slotted Sand Dollar
39734412,2020-03-08,26.6939798634,-82.2567602992,Variegated Sea Urchin
39734695,2020-03-08,26.4513747032,-82.0143901929,Variegated Sea Urchin
39737983,2020-03-08,20.8129066212,-86.9052192941,Atlantic Rock-boring Urchin
39757138,2020-03-08,39.7580555556,-74.0941666667,Purple-brown Urchin
39757806,2020-03-09,30.2758198151,-81.6830239776,Keyhole Sand Dollars
39764359,2020-03-01,27.328755,-82.589745,Five-slotted Sand Dollar
39764635,2020-03-09,33.4236817047,-79.1238727272,Isometric Sand Dollar
39774888,2020-03-09,34.7445020321,-76.7395453919,Isometric Sand Dollar
39784280,2020-03-06,26.482696,-82.184026,Variegated Sea Urchin
39807720,2018-06-01,20.2120985322,-91.9638131256,Heart Urchins
39821968,2020-03-10,26.4240423264,-82.0696501528,Purple-brown Urchin
39842825,2019-06-01,20.2189032185,-91.9762197102,Atlantic Rock-boring Urchin
39859392,2020-03-11,30.35876333,-86.27906167,Keyhole Sand Dollars
39922235,2020-03-13,33.8232994367,-78.654639662,Keyhole Sand Dollars
39927315,2020-03-13,33.8424595504,-78.5988788424,Purple-brown Urchin
39933470,2020-03-12,19.1428507427,-95.8076532397,West Indian Sea Egg
39944940,2020-03-13,30.1845669226,-85.8221783212,Keyhole Sand Dollars
39946440,2019-10-29,19.2452812137,-96.1702515185,Rock-boring Urchins
40018815,2020-03-15,30.3917410087,-81.3939562035,Five-slotted Sand Dollar
40018825,2020-03-15,30.3926903298,-81.3956906416,Five-slotted Sand Dollar
40022063,2010-03-04,21.2908452583,-76.6852939521,
40022099,2010-03-04,21.2971685628,-76.6755934269,sea urchins
40022357,2020-03-04,25.9438174021,-81.7435196042,Five-slotted Sand Dollar
40024881,2020-03-15,24.7039936057,-81.1107007538,Atlantic Long-spined Sea Urchin
40059915,2020-03-09,26.404747,-81.8847350833,"Sea Urchins, Sand Dollars, and Heart Urchins"
40105175,2020-03-14,20.74077034,-97.1939468384,Atlantic Rock-boring Urchin
40118163,2020-03-14,20.7400970459,-97.1936416626,West Indian Sea Egg
40159599,2020-03-03,19.27689167,-81.391975,Atlantic Rock-boring Urchin
40273561,2020-03-05,21.1152137006,-75.8693636676,Atlantic Rock-boring Urchin
40405530,2020-01-05,21.260756129,-86.745722044,Atlantic Rock-boring Urchin
40405539,2020-01-05,21.260756129,-86.745722044,West Indian Sea Egg
40448222,2020-01-11,20.5953703621,-87.0985622818,Atlantic Rock-boring Urchin
40537551,2020-02-05,24.1724896721,-74.4259780668,Atlantic Rock-boring Urchin
40541164,2020-03-06,21.1152137006,-75.8693636676,West Indian Sea Egg
40601740,2020-03-23,33.6542003997,-78.9213391766,Purple-brown Urchin
40618356,2020-03-06,21.1152137006,-75.8693636676,Atlantic Long-spined Sea Urchin
40665946,2020-03-12,21.1395410807,-86.6514865496,
40666743,2020-03-24,20.7004031441,-77.9884672165,Variegated Sea Urchin
40695918,2020-03-13,21.2005712307,-86.7298301749,Atlantic Long-spined Sea Urchin
40704890,2019-11-26,30.6995791233,-81.4274279578,Five-slotted Sand Dollar
40724404,2020-01-02,29.4866650335,-81.1292609339,Purple-brown Urchin
40840795,2020-01-25,22.2322088791,-81.1804980152,Atlantic Rock-boring Urchin
40845113,2020-01-25,22.2322088791,-81.1804980152,sea biscuits
40845121,2020-01-25,22.2322088791,-81.1804980152,"Sea Urchins, Sand Dollars, and Heart Urchins"
40845138,2020-01-25,22.2322088791,-81.1804980152,Slate Pencil Urchin
40847799,2020-01-25,22.2322088791,-81.1804980152,Variegated Sea Urchin
40860756,2020-03-27,19.9397152715,-75.67379786,Slate Pencil Urchin
40876217,2020-03-27,19.9397196826,-75.6738259924,Variegated Sea Urchin
40885707,2020-03-28,26.41040939,-81.78039256,Variegated Sea Urchin
40886291,2020-03-13,32.59971167,-80.1024695,Isometric Sand Dollar
40905172,2020-03-28,19.0606100324,-96.0506007211,Five-slotted Sand Dollar
40924534,2017-04-06,32.2093027415,-80.676670518,Isometric Sand Dollar
40941691,2019-02-19,27.532545,-82.73047,Keyhole Sand Dollar
41022634,2020-01-19,27.972065,-82.8285877,Sand Dollars and Sea Biscuits
41063925,2019-02-21,27.5260029449,-82.7384545435,Keyhole Sand Dollar
41066069,2020-03-20,27.6763333333,-82.7390222222,Variegated Sea Urchin
41075564,2014-01-01,19.1993369774,-96.0679876059,Atlantic Long-spined Sea Urchin
41103045,2019-11-14,27.6216894833,-82.7347466069,Keyhole Sand Dollars
41106116,2019-07-11,24.1194980881,-74.4654698141,Rock-boring Urchins
41198763,2019-06-13,27.7373933256,-82.7544445716,Keyhole Sand Dollars
41268534,2020-04-02,27.2242808352,-82.4822345112,sea biscuits
41274494,2020-03-10,31.0311390019,-81.4155270204,Five-slotted Sand Dollar
41297375,2018-12-25,26.4219120854,-82.07767211,Five-slotted Sand Dollar
41396751,2019-12-30,20.5218706287,-87.1914544682,West Indian Sea Egg
41396987,2019-12-30,20.5212879649,-87.1912828084,Atlantic Long-spined Sea Urchin
41441843,2020-02-07,30.2542565948,-88.1124155223,West Indian Sea Egg
41603744,2018-06-12,26.4481794646,-81.9353417467,Five-slotted Sand Dollar
41606433,2017-04-08,32.9092833333,-79.5796277778,Keyhole Sand Dollars
41632730,2012-05-23,24.014469664,-74.5028244548,Atlantic Long-spined Sea Urchin
41684666,2020-01-04,27.6712845417,-97.171743887,Five-slotted Sand Dollar
41714569,1974-04-15,18.4267671865,-77.1588534128,Atlantic Long-spined Sea Urchin
41714570,1974-04-15,18.4298285522,-77.1576268056,Slate Pencil Urchin
41783076,2020-04-09,29.14216117,-80.96216667,Purple-brown Urchin
41853776,2016-08-14,31.1790448597,-81.3467167242,Five-slotted Sand Dollar
41924875,2017-05-15,38.8951853127,-73.5965171013,Common Sand Dollar
42001935,2020-04-12,34.73463751,-76.78073909,Isometric Sand Dollar
42028427,2015-01-12,24.628477,-82.8731874,Atlantic Rock-boring Urchin
42028490,2015-01-12,24.628477,-82.8731874,Fat Sea Biscuit
42094580,2020-04-13,21.137232832,-86.7138696455,irregular sea urchins
42193012,2020-04-14,31.0167283817,-81.4215962616,Five-slotted Sand Dollar
42201952,2020-04-14,31.01674167,-81.42159167,Five-slotted Sand Dollar
42390010,2020-04-17,31.0164173367,-81.4217249305,Five-slotted Sand Dollar
42408740,2020-04-17,33.6839334,-78.88579838,Purple-brown Urchin
42416719,2019-01-10,19.1855666667,-96.1219721667,Rock-boring Urchins
42534983,2016-01-01,18.47109082,-77.4131587967,Variegated Sea Urchin
42534984,2016-01-01,18.47109082,-77.4131587967,"Sea Urchins, Sand Dollars, and Heart Urchins"
42534985,2016-01-01,18.47109082,-77.4131587967,Variegated Sea Urchin
42534987,2016-01-01,18.47109082,-77.4131587967,Variegated Sea Urchin
42535043,2018-11-17,21.2668994662,-89.7500000149,Variegated Sea Urchin
42564839,2016-01-07,18.47109082,-77.4131587967,West Indian Sea Egg
42564841,2016-01-07,18.47109082,-77.4131587967,Variegated Sea Urchin
42604990,2016-01-07,18.47109082,-77.4131587967,Variegated Sea Urchin
42609305,2016-01-01,18.47109082,-77.4131587967,West Indian Sea Egg
42609307,2016-01-01,18.47109082,-77.4131587967,Atlantic Long-spined Sea Urchin
42611787,2016-01-04,18.47109082,-77.4131587967,West Indian Sea Egg
42611804,2016-01-04,18.47109082,-77.4131587967,Sand Dollars and Sea Biscuits
42611834,2016-01-07,18.47109082,-77.4131587967,West Indian Sea Egg
42611844,2016-01-07,18.47109082,-77.4131587967,Atlantic Long-spined Sea Urchin
42611863,2016-01-07,18.47109082,-77.4131587967,Rock-boring Urchins
42639339,2015-05-11,31.184745,-81.34185833,Five-slotted Sand Dollar
42772902,2020-04-21,34.2757910806,-77.7393876374,Keyhole Sand Dollars
42859004,2017-07-20,38.3013353176,-75.1192859569,Isometric Sand Dollar
42874438,2019-01-19,25.0009991604,-77.5067558118,Atlantic Rock-boring Urchin
42886738,2020-04-22,25.0227611111,-77.5494666667,Fat Sea Biscuit
42898327,2020-04-22,25.5980732198,-80.4173792027,Five-slotted Sand Dollar
42950177,2020-04-22,31.0171,-81.42173,Five-slotted Sand Dollar
42976972,2019-07-22,27.8138130465,-97.0667009861,Five-slotted Sand Dollar
43010148,2020-04-23,26.0676498966,-97.1462298917,sea urchins
43145744,2020-04-24,26.0677231802,-97.1466567368,sea urchins
43146835,2020-04-24,26.067712158,-97.1469772608,Rock-boring Urchins
43640461,2020-04-25,28.9767403818,-80.8564273631,Five-slotted Sand Dollar
44047731,2020-04-25,27.3121093,-82.5760601,Keyhole Sand Dollars
44049131,2007-07-04,19.3671059388,-81.3541860618,Slate Pencil Urchin
44108229,2020-04-28,27.3220487125,-82.5875298959,Five-slotted Sand Dollar
44131382,2015-07-04,30.0616969454,-84.1843858504,Variegated Sea Urchin
44195211,2019-02-14,25.948295,-81.748445,Five-slotted Sand Dollar
44270243,2015-07-15,19.1055714947,-96.0995057053,
44293184,2020-04-29,25.2722412127,-80.2113936034,sea biscuits
44293638,2020-04-29,26.4416769983,-82.0357695452,Variegated Sea Urchin
44363950,2020-04-30,34.291425,-77.71507167,Isometric Sand Dollar
44386316,2019-09-07,26.8141716667,-82.27282,Keyhole Sand Dollars
44495391,2020-05-01,26.440433732,-82.0329900774,Keyhole Sand Dollars
44520961,2020-04-26,20.4349444444,-96.9660027778,Five-slotted Sand Dollar
44525733,2020-05-01,33.6568543,-78.91793657,Purple-brown Urchin
44550577,2020-01-04,19.3524588258,-81.0854348336,Atlantic Long-spined Sea Urchin
44551393,2020-01-04,19.3626018154,-81.2804574091,West Indian Sea Egg
44556062,2008-04-24,20.3785379621,-87.263125088,Atlantic Long-spined Sea Urchin
44565478,2016-02-07,19.371885576,-81.2651363278,Atlantic Rock-boring Urchin
44622501,2020-05-02,26.4499662321,-82.0166312544,Keyhole Sand Dollars
44775762,2011-06-02,24.6297947391,-82.8712081164,Atlantic Long-spined Sea Urchin
44802385,2019-07-07,21.1267733621,-75.8345758841,Atlantic Long-spined Sea Urchin
44808638,2019-07-01,21.1267733621,-75.8313572333,Variegated Sea Urchin
44809120,2019-07-04,21.1266532696,-75.8321940825,West Indian Sea Egg
44810126,2019-06-30,21.1261528834,-75.8312714026,Atlantic Rock-boring Urchin
44902057,2020-05-04,30.0302611903,-81.3236685652,Five-slotted Sand Dollar
44903736,2018-05-07,20.2038742284,-96.7494747977,Five-slotted Sand Dollar
44905621,2020-05-03,30.1241386996,-85.6753064568,Variegated Sea Urchin
44938880,2016-01-23,20.4902094944,-87.2350697335,Atlantic Rock-boring Urchin
44998330,2020-05-05,31.0531704207,-81.4060500036,Five-slotted Sand Dollar
45016421,2020-05-05,27.75806667,-82.76384667,Purple-brown Urchin
45140339,2018-03-21,25.2559116667,-76.3222883333,Fat Sea Biscuit
45220804,2020-05-07,27.972065,-82.8285877,Keyhole Sand Dollar
45292021,2020-05-06,24.5451303492,-81.7871396744,Atlantic Long-spined Sea Urchin
45333642,2020-05-07,39.7661107098,-74.0961281388,
45378450,2020-05-09,33.7415159722,-78.8152016944,Purple-brown Urchin
45550758,2020-05-10,30.3242154464,-87.1878843777,Five-slotted Sand Dollar
45604908,2020-05-11,27.64256333,-82.741975,Five-slotted Sand Dollar
45735663,2020-05-13,27.5378606177,-82.7387403896,Five-slotted Sand Dollar
45828540,2020-03-08,20.40597833,-87.01711383,Atlantic Rock-boring Urchin
45899391,2006-11-03,20.5477712421,-87.0369041462,Atlantic Long-spined Sea Urchin
45990673,2008-07-08,30.5898947085,-81.4440546557,Keyhole Sand Dollars
46016952,2006-08-24,19.3187854482,-81.4001652934,Atlantic Long-spined Sea Urchin
46108818,2020-05-16,30.3237514443,-87.1921369411,Keyhole Sand Dollars
46109058,2020-05-16,30.3245863371,-87.1819398882,Sea Biscuits
46178504,2010-03-30,19.8178291653,-87.4315211938,Slate Pencil Urchin
46179475,2010-03-30,19.8178291653,-87.4315211938,Atlantic Long-spined Sea Urchin
46179477,2010-03-30,19.8178291653,-87.4315211938,Variegated Sea Urchin
46179495,2010-03-30,19.8178291653,-87.4315211938,Atlantic Rock-boring Urchin
46711262,2020-05-21,27.5138540844,-82.7247174014,Keyhole Sand Dollars
46791009,2020-05-21,26.0962413047,-81.8022801289,Variegated Sea Urchin
47178212,2020-05-22,32.69086333,-79.88473667,Isometric Sand Dollar
47199031,2020-01-14,19.701036,-96.406852,Five-slotted Sand Dollar
47343223,2020-05-25,27.2693947703,-82.5643054024,Five-slotted Sand Dollar
47458479,2020-05-26,30.3321008218,-87.1399263666,Sand Dollars and Sea Biscuits
47481139,2020-05-23,28.2708194444,-80.6050944444,Five-slotted Sand Dollar
47621768,2020-04-06,32.0249463832,-80.8390813729,Five-slotted Sand Dollar
47635536,2020-05-28,29.76671333,-85.40338833,Variegated Sea Urchin
47660580,2020-04-08,33.6481537861,-78.9293893028,Purple-brown Urchin
47762515,2020-05-29,29.50350833,-81.13808333,Purple-brown Urchin
47774065,2020-05-29,27.8304798888,-97.0503165521,Five-slotted Sand Dollar
47807655,2019-11-08,29.2782141389,-94.8044503056,Five-slotted Sand Dollar
47836951,2020-05-29,26.4027846449,-81.8928738637,Variegated Sea Urchin
47865601,2020-05-30,26.4427944444,-81.9333194444,Variegated Sea Urchin
48050827,2019-06-11,27.263155,-82.540855,Keyhole Sand Dollars
48070129,2019-09-18,19.1994354487,-96.0676892102,Atlantic Long-spined Sea Urchin
48289823,2020-06-02,27.3548171629,-97.3241042159,Five-slotted Sand Dollar
48301679,2020-06-02,38.719845,-75.0759805,Keyhole Sand Dollars
48312921,2020-06-02,27.53812833,-82.74781667,Five-slotted Sand Dollar
48422609,2020-06-04,36.1839037249,-75.7512315643,Isometric Sand Dollar
48429757,2020-05-31,26.3157965205,-80.0741881548,Rock-boring Urchins
48453407,2020-06-04,32.7590159071,-79.8374371299,Keyhole Sand Dollars
48464172,2019-03-23,33.6923831334,-78.8805843692,Purple-brown Urchin
48597046,2020-06-02,36.3804887305,-75.8307775855,Isometric Sand Dollar
48652257,2020-06-03,27.81548,-97.10113617,Five-slotted Sand Dollar
48776777,2013-08-09,21.2979134637,-89.5918365195,
48939787,2017-10-08,32.6912,-79.89077,Isometric Sand Dollar
49021934,2020-06-09,30.1343064,-85.57421877,Variegated Sea Urchin
49022107,2020-06-09,30.13438393,-85.574332,Keyhole Sand Dollar
49106523,2020-06-06,25.9146746752,-80.0046336397,Variegated Sea Urchin
49184281,2020-06-10,26.4053597,-81.8889772,Variegated Sea Urchin
49184552,2020-06-10,26.402066,-81.886008,Five-slotted Sand Dollar
49228118,2020-06-11,27.3061714955,-82.5562064886,Variegated Sea Urchin
49264864,2020-06-11,27.3022788593,-82.5646931829,Five-slotted Sand Dollar
49339373,2020-06-12,30.3782228,-86.8766543,Keyhole Sand Dollars
49434526,2020-06-13,30.4531977,-81.4225757,Five-slotted Sand Dollar
49569722,2020-06-14,39.0314777778,-74.7729805556,Five-slotted Sand Dollar
49570332,2020-06-14,34.67551333,-76.95645333,Five-slotted Sand Dollar
49624907,2020-06-14,38.9383910043,-74.8905831788,Keyhole Sand Dollars
49640561,2020-06-14,29.76619667,-85.40298333,Variegated Sea Urchin
49685399,2020-06-14,30.2494883257,-87.6770001277,Keyhole Sand Dollar
49701184,2020-06-14,20.44922167,-86.99024167,Atlantic Rock-boring Urchin
49714522,2020-06-12,26.45232,-82.013825,Keyhole Sand Dollars
49753702,2020-06-15,26.6710239722,-82.2574,Keyhole Sand Dollars
49887130,2020-06-16,27.637291309,-82.7404824381,Variegated Sea Urchin
49942289,2011-05-15,19.5972125054,-96.3754957235,Atlantic Rock-boring Urchin
49952122,2020-06-17,32.7591977,-79.853307,Keyhole Sand Dollars
49993338,2020-06-17,26.4472826422,-81.9445197734,Five-slotted Sand Dollar
50037478,2020-06-17,26.699555,-82.256516,"Sea Urchins, Sand Dollars, and Heart Urchins"
50052603,2020-06-18,27.3023463829,-82.5648816363,Variegated Sea Urchin
50211784,2020-06-19,32.1490988962,-80.734459983,Isometric Sand Dollar
50350346,2020-06-20,27.68310833,-82.73873,Variegated Sea Urchin
50459067,2018-12-30,32.6455166667,-79.9580833333,
50486856,2020-06-21,20.44942167,-86.99013667,Atlantic Rock-boring Urchin
